Type;Category;Family;Genus;Species;Mean_BodySize_µm;Habitat;Name;Sub-Phylum;Name_Abbreviation;Log10_BodySize
Pluricellular;Fish;Esocidae;Esox ;lucius;9,00E+05;pel/ben;Esox  lucius;vertebrate;Esxl;5.95424250943933
Pluricellular;Fish;Cyprinidae;Cyprinus;carpio;625000;ben;Cyprinus carpio;vertebrate;Cypc;5.79588001734407
Pluricellular;Fish;Percidae;Sander ;lucioperca;575000;pel/ben;Sander  lucioperca;vertebrate;Sndl;5.75966784468963
Pluricellular;Fish;Salmonidae;Salmo;trutta;525000;pel;Salmo trutta;vertebrate;Slmt;5.72015930340596
Pluricellular;Fish;Salmonidae;Salvelinus;alpinus;350000;pel/ben;Salvelinus alpinus;vertebrate;Slva;5.54406804435028
Pluricellular;Fish;Cyprinidae;Abramis ;brama;350000;ben;Abramis  brama;vertebrate;Abrb;5.54406804435028
Pluricellular;Fish;Cyprinidae;Squalius ;cephalus;350000;pel/ben;Squalius  cephalus;vertebrate;Sqlc;5.54406804435028
Pluricellular;Fish;Lotidae;Lota;lota;325000;ben;Lota lota;vertebrate;Ltlt;5.51188336097887
Pluricellular;Fish;Salmonidae;Coregonus;lavaretus;325000;pel;Coregonus lavaretus;vertebrate;Crgl;5.51188336097887
Pluricellular;Fish;Cyprinidae;Tinca;tinca;325000;ben;Tinca tinca;vertebrate;Tnct;5.51188336097887
Pluricellular;Fish;Percidae;Perca;fluviatilis;3,00E+05;pel/ben;Perca fluviatilis;vertebrate;Prcf;5.47712125471966
Pluricellular;Fish;Esocidae;Esox ;lucius;255000;pel/ben;Esox  lucius juv;vertebrate;Eslj;5.40654018043396
Pluricellular;Fish;Cyprinidae;Blicca ;bjoerkna;225000;ben;Blicca  bjoerkna;vertebrate;Blcb;5.35218251811136
Pluricellular;Fish;Ictaluridae;Ameiurus;melas;225000;ben;Ameiurus melas;vertebrate;Amrm;5.35218251811136
Pluricellular;Fish;Cyprinidae;Scardinius ;erythrophthalmus;2,00E+05;pel;Scardinius  erythrophthalmus;vertebrate;Scre;5.30102999566398
Pluricellular;Fish;Cyprinidae;Rutilus;rutilus;125000;pel/ben;Rutilus rutilus;vertebrate;Rtlr;5.09691001300806
Pluricellular;Fish;Salmonidae;Salmo;trutta;125000;pel;Salmo trutta juv;vertebrate;Sltj;5.09691001300806
Pluricellular;Fish;Cyprinidae;Alburnus ;alburnus;115000;pel;Alburnus  alburnus;vertebrate;Alba;5.06069784035361
Pluricellular;Invertebrates;Unionidae;Anodonta;cygnea;1,00E+05;ben;Anodonta cygnea;invertebrate;Andc;5
Pluricellular;Invertebrates;Unionidae;Unio;pictorum;1,00E+05;ben;Unio pictorum;invertebrate;Unpc;5
Pluricellular;Fish;Cyprinidae;Gobio;gobio;1,00E+05;ben;Gobio gobio;vertebrate;Gbgb;5
Pluricellular;Fish;Percidae;Gymnocephalus ;cernua;1,00E+05;ben;Gymnocephalus  cernua;vertebrate;Gymc;5
Pluricellular;Fish;Cottidae;Cottus;gobio;90000;ben;Cottus gobio;vertebrate;Cttg;4.95424250943933
Pluricellular;Invertebrates;Astacidae;Pacifastacus;leniusculus;87500;ben;Pacifastacus leniusculus;invertebrate;Pcfl;4.94200805302231
Pluricellular;Fish;Blenniidae;Salaria;fluviatilis;80000;ben;Salaria fluviatilis;vertebrate;Slrf;4.90308998699194
Pluricellular;Fish;Percidae;Perca;fluviatilis;75000;pel/ben;Perca fluviatilis juv;vertebrate;Prfj;4.8750612633917
Pluricellular;Fish;Centrarchidae;Lepomis ;gibbosus;70000;ben;Lepomis  gibbosus;vertebrate;Lpmg;4.84509804001426
Pluricellular;Invertebrates;Cambaridae;Orconectes;limosus;62500;ben;Orconectes limosus;invertebrate;Orcl;4.79588001734407
Pluricellular;Macroalgae;Batrachospermaceae;Batrachospermum;macrosporum;60000;ben;Batrachospermum macrosporum;phytoplankton;Btrm;4.77815125038364
Pluricellular;Macroalgae;Cladophoraceae;Cladophora;glomerata;60000;ben;Cladophora glomerata;phytoplankton;Cldg;4.77815125038364
Pluricellular;Macroalgae;Zygnemataceae;Mougeotia;gracillima;60000;pel/ben;Mougeotia gracillima;phytoplankton;Mgtg;4.77815125038364
Pluricellular;Macroalgae;Zygnemataceae;Spirogyra;sp.;60000;pel/ben;Spirogyra sp;phytoplankton;Sprs;4.77815125038364
Pluricellular;Macroalgae;Cladophoraceae;Rhizoclonium;sp.;60000;pel/ben;Rhizoclonium sp;phytoplankton;Rhzs;4.77815125038364
Pluricellular;Macroalgae;Vaucheriaceae;Vaucheria;sp.;60000;ben;Vaucheria sp;phytoplankton;Vchs;4.77815125038364
Pluricellular;Macroalgae;Zygnemataceae; Zygnema;sp.;60000;pel/ben; Zygnema sp;phytoplankton;Zygs;4.77815125038364
Pluricellular;Fish;Salmonidae;Coregonus;lavaretus;55000;pel;Coregonus lavaretus juv;vertebrate;Crlj;4.74036268949424
Unicellular;Cyanobacteria;Oscillatoriaceae;Lyngbya;sp.;50035;pel;Lyngbya sp;cyanobacteria;Lyns;4.69927390412083
Pluricellular;Invertebrates;Tubificidae;Spirosperma;ferox;37500;ben;Spirosperma ferox;invertebrate;Sprf;4.57403126772772
Pluricellular;Invertebrates;Tubificidae;Spirosperma;velutinus;37500;ben;Spirosperma velutinus;invertebrate;Sprv;4.57403126772772
Pluricellular;Invertebrates;Tubificidae;Tubifex;tubifex;32500;ben;Tubifex tubifex;invertebrate;Tbft;4.51188336097887
Pluricellular;Invertebrates;Tubificidae;Limnodrilus;hoffmeisteri;32500;ben;Limnodrilus hoffmeisteri;invertebrate;Lmndh;4.51188336097887
Pluricellular;Invertebrates;Dreissenidae;Dreissena;polymorpha;25000;ben;Dreissena polymorpha;invertebrate;Drsp;4.39794000867204
Pluricellular;Invertebrates;Tubificidae;Psammoryctides;barbatus;22500;ben;Psammoryctides barbatus;invertebrate;Psmb;4.35218251811136
Pluricellular;Invertebrates;Coenagrionidae;fam.;sp.;20500;ben;Coenagrionidae sp;invertebrate;Cngs;4.31175386105575
Pluricellular;Invertebrates;Glossiphoniidae;Glossiphonia;sp.;19000;ben;Glossiphonia sp;invertebrate;Glss;4.27875360095283
Pluricellular;Invertebrates;Gomphidae;Onychogomphus;sp.;18500;ben;Onychogomphus sp;invertebrate;Onys;4.26717172840301
Pluricellular;Invertebrates;Libellulidae;Orthetrum;sp.;18500;ben;Orthetrum sp;invertebrate;Orthts;4.26717172840301
Pluricellular;Invertebrates;Corbiculidae;Corbicula;sp.;17500;ben;Corbicula sp;invertebrate;Crbs;4.24303804868629
Pluricellular;Macroalgae;Chaetophoraceae;Chaetophora;sp.;17500;ben;Chaetophora sp;phytoplankton;Chts;4.24303804868629
Pluricellular;Invertebrates;Gammaridae;Dikerogammarus;sp.;16500;ben;Dikerogammarus sp;invertebrate;Dkrs;4.21748394421391
Pluricellular;Invertebrates;Ephemeridae;Ephemera;sp.;16250;pel/ben;Ephemera sp;invertebrate;Ephs;4.21085336531489
Pluricellular;Invertebrates;Polycentropodidae;Plectrocnemia;sp.;14100;pel/ben;Plectrocnemia sp;invertebrate;Plcs;4.14921911265538
Pluricellular;Invertebrates;Gammaridae;Gammarus;sp.;14000;ben;Gammarus sp;invertebrate;Gmms;4.14612803567824
Pluricellular;Invertebrates;Crambidae;Elophila;sp.;13500;ben;Elophila sp;invertebrate;Elps;4.13033376849501
Pluricellular;Invertebrates;Planorbidae;Planorbis;carinatus;13500;ben;Planorbis carinatus;invertebrate;Plnc;4.13033376849501
Pluricellular;Invertebrates;Tubificidae;Aulodrilus;japonicus;13500;ben;Aulodrilus japonicus;invertebrate;Aldj;4.13033376849501
Pluricellular;Invertebrates;Tubificidae;Aulodrilus;pluriseta;13500;ben;Aulodrilus pluriseta;invertebrate;Aldp;4.13033376849501
Pluricellular;Invertebrates;Physidae;Physa;sp.;12500;ben;Physa sp;invertebrate;Phys;4.09691001300806
Pluricellular;Zooplankton;Leptodoridae;Leptodora;kindtii;12500;pel;Leptodora kindtii;invertebrate;Lptk;4.09691001300806
Pluricellular;Zooplankton;Cercopagididae;Bythotrephes;longimanus;12500;pel;Bythotrephes longimanus;invertebrate;Bytl;4.09691001300806
Pluricellular;Invertebrates;Lymnaeidae;Lymnaea;stagnalis;10500;ben;Lymnaea stagnalis;invertebrate;Lyms;4.02118929906994
Pluricellular;Invertebrates;Polycentropodidae;Holocentropus;sp.;10250;pel/ben;Holocentropus sp;invertebrate;Hlcs;4.01072386539177
Pluricellular;Invertebrates;Nematodes;Nematoda;sp.;10050;ben;Nematoda sp;invertebrate;Nmts;4.00216606175651
Unicellular;Cyanobacteria;Phormidiaceae;Planktothrix;agardhii;10035;pel;Planktothrix agardhii;cyanobacteria;Plna;4.0015173768235
Unicellular;Cyanobacteria;Phormidiaceae;Planktothrix;rubescens;10035;pel;Planktothrix rubescens;cyanobacteria;Plnkr;4.0015173768235
Pluricellular;Invertebrates;Leptoceridae;Athripsodes;sp.;9600;pel/ben;Athripsodes sp;invertebrate;Aths;3.98227123303957
Pluricellular;Invertebrates;Leptoceridae;Oecetis ;testacea;9600;pel/ben;Oecetis  testacea;invertebrate;Octt;3.98227123303957
Pluricellular;Invertebrates;Sphaeriidae;Sphaerium;corneum;9500;ben;Sphaerium corneum;invertebrate;Sphc;3.97772360528885
Pluricellular;Invertebrates;Neritidae;Theodoxus;fluviatilis;9000;ben;Theodoxus fluviatilis;invertebrate;Thdf;3.95424250943932
Pluricellular;Invertebrates;Chaoboridae;Chaoborus;sp.;8500;pel/ben;Chaoborus sp;invertebrate;Chbs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Ablabesmyia;sp.;8500;pel/ben;Ablabesmyia sp;invertebrate;Abls;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Apsectrotanypus;sp.;8500;pel/ben;Apsectrotanypus sp;invertebrate;Apss;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Procladius;sp.;8500;pel/ben;Procladius sp;invertebrate;Procldssp;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Chironomus;sp.;8500;pel/ben;Chironomus sp;invertebrate;Chrns;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Cladopelma;sp.;8500;pel/ben;Cladopelma sp;invertebrate;Cldps;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Cryptochironomus;sp.;8500;pel/ben;Cryptochironomus sp;invertebrate;Cryptcs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Cryptotendipes;sp.;8500;pel/ben;Cryptotendipes sp;invertebrate;Cryptts;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Demicryptochironomus;sp.;8500;pel/ben;Demicryptochironomus sp;invertebrate;Dmcs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Dicrotendipes;sp.;8500;pel/ben;Dicrotendipes sp;invertebrate;Dcrs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Harnischia;sp.;8500;pel/ben;Harnischia sp;invertebrate;Hrns;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Microtendipes;sp.;8500;pel/ben;Microtendipes sp;invertebrate;Mcrts;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Pagastiella;sp.;8500;pel/ben;Pagastiella sp;invertebrate;Pgss;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Paracladopelma;sp.;8500;pel/ben;Paracladopelma sp;invertebrate;Prcldps;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Paratendipes;sp.;8500;pel/ben;Paratendipes sp;invertebrate;Prtnds;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Polypedilum;sp.;8500;pel/ben;Polypedilum sp;invertebrate;Plys;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Paralauterborniella;sp.;8500;pel/ben;Paralauterborniella sp;invertebrate;Prls;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Sergentia;sp.;8500;pel/ben;Sergentia sp;invertebrate;Srgs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Stictochironomus;sp.;8500;pel/ben;Stictochironomus sp;invertebrate;Stcs;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Nilothauma;sp.;8500;pel/ben;Nilothauma sp;invertebrate;Nlts;3.92941892571429
Pluricellular;Invertebrates;Chironomidae;Pseudochironomus;sp.;8500;pel/ben;Pseudochironomus sp;invertebrate;Psdcs;3.92941892571429
Pluricellular;Invertebrates;Empididae;Empididae;sp.;8000;pel/ben;Empididae sp;invertebrate;Emps;3.90308998699194
