Type;Category;Family;Genus;Species;Mean_BodySize_µm;Habitat;Name;Sub-Phylum;Name_Abbreviation;Log10_BodySize
Unicellular;Phytobenthos;Gomphonemataceae;Encyonema;silesiacum;30.5;ben;Encyonema silesiacum;phytoplankton;Encynms;1.48429983934679
Unicellular;Phytoplankton;Fragilariaceae;Diatoma;tenuis;30;pel;Diatoma tenuis;phytoplankton;Dtmt;1.47712125471966
Pluricellular;Phytoplankton;Dinosphaeraceae;Dinosphaera;palustris;30;pel;Dinosphaera palustris;phytoplankton;Dnsp;1.47712125471966
Unicellular;Phytoplankton;Sphaeropleaceae;Sphaeroplea;soleirolii;30;pel;Sphaeroplea soleirolii;phytoplankton;Sphrps;1.47712125471966
Unicellular;Phytoplankton;Pyrenomonadaceae;Rhodomonas;minuta;30;pel;Rhodomonas minuta;phytoplankton;Rhdm;1.47712125471966
Unicellular;Phytoplankton;Cryptomonadaceae;Cryptomonas;marsonii;30;pel;Cryptomonas marsonii;phytoplankton;Crym;1.47712125471966
Unicellular;Phytoplankton;Cryptomonadaceae;Cryptomonas;rostratiformis;30;pel;Cryptomonas rostratiformis;phytoplankton;Cryr;1.47712125471966
Unicellular;Phytoplankton;Cryptomonadaceae;Cryptomonas;sp1;30;pel;Cryptomonas sp1;phytoplankton;Csp1;1.47712125471966
Unicellular;Phytoplankton;Peridiniaceae;Peridiniopsis;cunningtonii;30;pel;Peridiopsis cunningtonii;phytoplankton;Prdc;1.47712125471966
Unicellular;Phytobenthos;Naviculaceae;Navicula;subalpina;29;ben;Navicula subalpina;phytoplankton;Nvcs;1.46239799789896
Unicellular;Phytobenthos;Naviculaceae;Naviculadicta;raederiae;29;ben;Naviculadicta raederiae;phytoplankton;Nvcldr;1.46239799789896
Unicellular;Phytobenthos;Naviculaceae;Naviculadicta;vitabunda;29;ben;Naviculadicta vitabunda;phytoplankton;Nvcv;1.46239799789896
Unicellular;Phytoplankton;Cryptomonadaceae;Cryptomonas;sp.;29;pel;Cryptomonas sp;phytoplankton;Cryptms;1.46239799789896
Unicellular;Phytobenthos;Fragilariaceae;Fragilaria;mesolepta;28.5;ben;Fragilaria mesolepta;phytoplankton;Frgm;1.45484486000851
Unicellular;Phytobenthos;Gomphonemataceae;Gomphonema;parvulum;28;ben;Gomphonema parvulum;phytoplankton;Gmpp;1.44715803134222
Unicellular;Phytoplankton;Chaetophoracea;Uronema;sp.;28;pel;Uronema sp;phytoplankton;Urns;1.44715803134222
Unicellular;Ciliates;Lohmanniellidae;Lohmanniella;sp.;27.5;pel;Lohmanniella sp;invertebrate;Lhms;1.43933269383026
Unicellular;Phytobenthos;Naviculaceae;Navicula;cryptocephala;27.5;ben;Navicula cryptocephala;phytoplankton;Nvclcryptc;1.43933269383026
Unicellular;Phytobenthos;Sellaphoraceae;Sellaphora;pupula;27.5;ben;Sellaphora pupula;phytoplankton;Sllp;1.43933269383026
Unicellular;Amoeba;Vahlkampfiidae;Vahlkampfia;inornata;27;pel;Vahlkampfia inornata;invertebrate;Vhli;1.43136376415899
Unicellular;Phytobenthos;Bacillariaceae;Nitzschia;palea;27;ben;Nitzschia palea;phytoplankton;Ntzp;1.43136376415899
Unicellular;Phytobenthos;Naviculaceae;Navicula;cryptotenella;27;ben;Navicula cryptotenella;phytoplankton;Navclcrypttnll;1.43136376415899
Unicellular;Phytobenthos;Gomphonemataceae;Gomphonema;olivaceum;26.5;ben;Gomphonema olivaceum;phytoplankton;Gmpo;1.42324587393681
Unicellular;Phytobenthos;Cymbellaceae;Cymbopleura;amphicephala;26;ben;Cymbopleura amphicephala;phytoplankton;Cyma;1.41497334797082
Unicellular;Phytobenthos;Achnanthidiaceae;Lemnicola;hungarica;25.5;ben;Lemnicola hungarica;phytoplankton;Lmnch;1.40654018043396
Unicellular;Phytobenthos;Bacillariaceae;Nitzschia;amphibia;25.5;ben;Nitzschia amphibia;phytoplankton;Ntzscham;1.40654018043396
Unicellular;Phytobenthos;Naviculaceae;Navicula;gregaria;25.5;ben;Navicula gregaria;phytoplankton;Nvclgr;1.40654018043396
Unicellular;Amoeba;Acanthamoebidae;Acanthamoeba;castellanii;25;pel;Acanthamoeba castellanii;invertebrate;Acnc;1.39794000867204
Unicellular;Amoeba;Acanthamoebidae;Acanthamoeba;griffini;25;pel;Acanthamoeba griffini;invertebrate;Acng;1.39794000867204
Unicellular;Ciliates;Halteriidae;Halteria;grandinella;25;pel;Halteria grandinella;invertebrate;Hltg;1.39794000867204
Unicellular;Phytoplankton;Dictyosphaeriaceae;Dimorphococcus;cordatus;25;pel;Dimorphococcus cordatus;phytoplankton;Dmrc;1.39794000867204
Unicellular;Phytoplankton;Desmidiaceae;Cosmarium;depressum;25;pel;Cosmarium depressum;phytoplankton;Csmd;1.39794000867204
Unicellular;Phytobenthos;Cocconeidaceae;Cocconeis;pseudolineata;24;ben;Cocconeis pseudolineata;phytoplankton;Cccnsps;1.38021124171161
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;meneghiniana;24;ben;Cyclotella meneghiniana;phytoplankton;Cycm;1.38021124171161
Unicellular;Ciliates;Strobilidiidae;Strobilidium;sp.;23.5;pel;Strobilidium sp;invertebrate;Strbs;1.37106786227174
Unicellular;Phytobenthos;Cavinulaceae;Cavinula;scutelloides;23.5;ben;Cavinula scutelloides;phytoplankton;Cvns;1.37106786227174
Unicellular;Phytobenthos;Fragilariaceae;Fragilaria;perminuta;23.5;ben;Fragilaria perminuta;phytoplankton;Frgp;1.37106786227174
Unicellular;Phytobenthos;Gomphonemataceae;Geissleria;decussis;23;ben;Geissleria decussis;phytoplankton;Gssd;1.36172783601759
Unicellular;Phytobenthos;Cocconeidaceae;Cocconeis;euglypta;22.7;ben;Cocconeis euglypta;phytoplankton;Ccce;1.35602585719312
Unicellular;Ciliates;Urotrichidae;Urotrichia;sp.;22.5;pel;Urotrichia sp;invertebrate;Urts;1.35218251811136
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;radiosa;22.5;pel;Cyclotella radiosa;phytoplankton;Cycr;1.35218251811136
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;ocellata;22.5;pel;Cyclotella ocellata;phytoplankton;Cyco;1.35218251811136
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;polymorpha;22.5;pel;Cyclotella polymorpha;phytoplankton;Cycltllpl;1.35218251811136
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;pseudostelligera;22.5;pel;Cyclotella pseudostelligera;phytoplankton;Cycltllps;1.35218251811136
Unicellular;Phytoplankton;Scenedesmaceae;Actinastrum;hantzschii;22;pel;Actinastrum hantzschii;phytoplankton;Acth;1.34242268082221
Unicellular;Phytobenthos;Bacillariaceae;Nitzschia;tabellaria;21;ben;Nitzschia tabellaria;phytoplankton;Ntzt;1.32221929473392
Unicellular;Cyanobacteria;Chroococcaceae;Chroococcus;sp.;20.2;pel;Chroococcus sp;cyanobacteria;Chrcccss;1.30535136944662
Unicellular;Phytobenthos;Bacillariaceae;Nitzschia;solgensis;20;ben;Nitzschia solgensis;phytoplankton;Ntzschsl;1.30102999566398
Unicellular;Phytobenthos;Sellaphoraceae;Fallacia;lenzi;20;ben;Fallacia lenzi;phytoplankton;Flll;1.30102999566398
Unicellular;Phytobenthos;Sellaphoraceae;Fallacia;subhamulata;20;ben;Fallacia subhamulata;phytoplankton;Flls;1.30102999566398
Unicellular;Phytoplankton;Oocystaceae;Lagerheimia;genevensis;20;pel;Lagerheimia genevensis;phytoplankton;Lgrg;1.30102999566398
Unicellular;Phytoplankton;Dictyosphaeriaceae;Dictyosphaerium;pulchellum;19.25;pel;Dictyosphaerium pulchellum;phytoplankton;Dctp;1.28443073384452
Unicellular;Phytobenthos;Achnanthidiaceae;Karayevia;clevei;19;ben;Karayevia clevei;phytoplankton;Kryc;1.27875360095283
Unicellular;Phytobenthos;Aulacoseiraceae;Aulacoseira;baicalensis;19;ben;Aulacoseira baicalensis;phytoplankton;Alcb;1.27875360095283
Unicellular;Phytoplankton;Elakatotrichaceae;Elakatothrix;gelatinosa;19;pel;Elakatothrix gelatinosa;phytoplankton;Elkg;1.27875360095283
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;jackii;18.5;ben;Achnanthidium jackii;phytoplankton;Achj;1.26717172840301
Unicellular;Phytobenthos;Anemoeoneidaceae;Adlafia;bryophila;18.5;ben;Adlafia bryophila;phytoplankton;Adlb;1.26717172840301
Unicellular;Phytobenthos;Naviculaceae;Caloneis;alpestris;18.5;ben;Caloneis alpestris;phytoplankton;Clna;1.26717172840301
Unicellular;Phytobenthos;Naviculaceae;Caloneis;lancettula;18.5;ben;Caloneis lancettula;phytoplankton;Clnl;1.26717172840301
Unicellular;Phytobenthos;Fragilariaceae;Pseudostaurosira;brevistriata;18;ben;Pseudostaurosira brevistriata;phytoplankton;Psdb;1.25527250510331
Unicellular;Phytobenthos;Achnanthidiaceae;Rossithidium;petersenii;17.5;ben;Rossithidium petersenii;phytoplankton;Rssp;1.24303804868629
Unicellular;Phytobenthos;Gomphonemataceae;Geissleria;schoenfeldii;17.5;ben;Geissleria schoenfeldii;phytoplankton;Gsss;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;conica;17.5;pel;Chlamydomonas conica;phytoplankton;Chlc;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;globosa;17.5;pel;Chlamydomonas globosa;phytoplankton;Chlg;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;acidophila;17.5;pel;Chlamydomonas acidophila;phytoplankton;Chla;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;hedleyi;17.5;pel;Chlamydomonas hedleyi;phytoplankton;Chlh;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;noctigama;17.5;pel;Chlamydomonas noctigama;phytoplankton;Chln;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;pseudopulsatilla;17.5;pel;Chlamydomonas pseudopulsatilla;phytoplankton;Chlmp;1.24303804868629
Unicellular;Phytoplankton;Chlamydomonadaceae;Chlamydomonas;rapa;17.5;pel;Chlamydomonas rapa;phytoplankton;Chlr;1.24303804868629
Unicellular;Phytoplankton;Chrysochromulinaceae;Chrysochromulina;cymbium;17.5;pel;Chrysochromulina cymbium;phytoplankton;Chrc;1.24303804868629
Unicellular;Phytobenthos;Naviculaceae;Navicula;antonii;17;ben;Navicula antonii;phytoplankton;Nvclan;1.23044892137827
Unicellular;Phytobenthos;Stephanodiscaceae;Puncticulata;radiosa;17;ben;Puncticulata radiosa;phytoplankton;Pncr;1.23044892137827
Unicellular;Phytoplankton;Pinnulariaceae;Pinnularia;sp.;17;pel;Pinnularia sp;phytoplankton;Pnns;1.23044892137827
Unicellular;Phytobenthos;Sellaphorineae;Sellaphora;stroemii;15.9;ben;Sellaphora stroemii;phytoplankton;Slls;1.20139712432045
Pluricellular;Detritus;particulate;organic ;matter;15.5;pel/ben;Particulate organic matter;detritus;Prom;1.19033169817029
Unicellular;Phytobenthos;Achnanthidiaceae;Planothidium;lanceolatum;15.5;ben;Planothidium lanceolatum;phytoplankton;Plnl;1.19033169817029
Unicellular;Phytobenthos;Fragilariaceae;Staurosira;venter;15.5;ben;Staurosira venter;phytoplankton;Strv;1.19033169817029
Unicellular;Phytoplankton;Mychonastaceae;Mychonastes;sp.;15.5;pel;Mychonastes sp;phytoplankton;Mycs;1.19033169817029
Unicellular;Phytobenthos;Fragilariaceae;Fragilaria;oldenburgiana;15;ben;Fragilaria oldenburgiana;phytoplankton;Frgo;1.17609125905568
Unicellular;Phytobenthos;Gomphonemataceae;Encyonema;ventricosum;15;ben;Encyonema ventricosum;phytoplankton;Encynmvn;1.17609125905568
Unicellular;Phytoplankton;Cocconeidaceae;Cocconeis;placentula;15;pel/ben;Cocconeis placentula;phytoplankton;Cccnspl;1.17609125905568
Unicellular;Phytoplankton;Striatellaceae;Hyalosira;sp.;15;pel;Hyalosira sp;phytoplankton;Hyls;1.17609125905568
Unicellular;Phytoplankton;Scenedesmaceae;Scenedesmus;acutus;15;pel;Scenedesmus acutus;phytoplankton;Scndsmsact;1.17609125905568
Unicellular;Phytoplankton;Scenedesmaceae;Scenedesmus;quadricauda;15;pel;Scenedesmus quadricauda;phytoplankton;Scnq;1.17609125905568
Unicellular;Phytoplankton;Scenedesmaceae;Scenedesmus;aculeolatus;15;pel;Scenedesmus aculeolatus;phytoplankton;Scndsmsacl;1.17609125905568
Unicellular;Phytoplankton;Phacotaceae;Phacotus;lenticularis;15;pel;Phacotus lenticularis;phytoplankton;Phctslnt;1.17609125905568
Unicellular;Phytoplankton;Chlorococcaceae;Tetraedron;minimum;15;pel;Tetraedron minimum;phytoplankton;Ttrm;1.17609125905568
Unicellular;Phytoplankton;Dinobryaceae;Epipyxis;planktonica;15;pel;Epipyxis planktonica;phytoplankton;Eppyxspln;1.17609125905568
Unicellular;Phytoplankton;Euglenaceae;Trachelomonas;globularis;15;pel;Trachelomonas globularis;phytoplankton;Trcg;1.17609125905568
Unicellular;Phytoplankton;Euglenaceae;Trachelomonas;volvocina;15;pel;Trachelomonas volvocina;phytoplankton;Trcv;1.17609125905568
Unicellular;Phytoplankton;Rhizochrysidaceae;Chrysamoeba;tenera;15;pel;Chrysamoeba tenera;phytoplankton;Chrt;1.17609125905568
Unicellular;Phytobenthos;Achnanthidiaceae;Planothidium;rostratum;14.5;ben;Planothidium rostratum;phytoplankton;Plntr;1.16136800223497
Unicellular;Phytobenthos;Fragilariaceae;Staurosira;binodis;14;ben;Staurosira binodis;phytoplankton;Strb;1.14612803567824
Unicellular;Phytobenthos;Naviculaceae;Navicula;cryptotenelloides;13.5;ben;Navicula cryptotenelloides;phytoplankton;Nvclcrypttnlld;1.13033376849501
Unicellular;Phytobenthos;Sellaphoraceae;Sellaphora;verecundiae;13.5;ben;Sellaphora verecundiae;phytoplankton;Sllv;1.13033376849501
Unicellular;Phytoplankton;Achnanthidiaceae;Achnanthidium;minutissimum;13.5;pel;Achnanthidium minutissimum;phytoplankton;Achm;1.13033376849501
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;pyrenaicum;13;ben;Achnanthidium pyrenaicum;phytoplankton;Achp;1.11394335230684
Unicellular;Phytoplankton;Cymbellaceae;Encyonopsis;microcephala;13;pel;Encyonopsis microcephala;phytoplankton;Encm;1.11394335230684
Unicellular;Phytoplankton;Scenedesmaceae;Crucigenia;crucifera;13;pel;Crucigenia crucifera;phytoplankton;Crcc;1.11394335230684
Unicellular;Phytoplankton;Scenedesmaceae;Crucigenia;quadrata;13;pel;Crucigenia quadrata;phytoplankton;Crcq;1.11394335230684
Unicellular;Phytoplankton;Scenedesmaceae;Crucigeniella;rectangularis;13;pel;Crucigeniella rectangularis;phytoplankton;Crcr;1.11394335230684
Unicellular;Phytoplankton;Pyramimonadaceae;Cymbomonas;tetramitiformis;13;pel;Cymbomonas tetramitiformis;phytoplankton;Cymt;1.11394335230684
Unicellular;Phytoplankton;Aulacoseiraceae;Aulacoseira;islandica;12.95;pel;Aulacoseira islandica;phytoplankton;Alci;1.11226976841727
Unicellular;Phytoplankton;Chrysocapsaceae;Chrysosaccus;sp.;12.75;pel;Chrysosaccus sp;phytoplankton;Chrys;1.10551018476997
Unicellular;Phytobenthos;Catenulaceae;Amphora;indistincta;12.6;ben;Amphora indistincta;phytoplankton;Ampi;1.10037054511756
Unicellular;Phytobenthos;Achnanthaceae;Platessa;conspicua;12.5;ben;Platessa conspicua;phytoplankton;Pltc;1.09691001300806
Unicellular;Phytobenthos;Cymbellaceae;Encyonopsis;subminuta;12.5;ben;Encyonopsis subminuta;phytoplankton;Encynps;1.09691001300806
Unicellular;Phytoplankton;Scenedesmaceae;Schroederiella;apiculata;12.5;pel;Schroederiella apiculata;phytoplankton;Scha;1.09691001300806
Unicellular;Phytoplankton;Katablepharidaceae;Katablepharis;sp.;12.5;pel;Katablepharis sp;phytoplankton;Ktbs;1.09691001300806
Unicellular;Phytoplankton;Chlorodendraceae;Tetraselmis;cordiformis;12;pel;Tetraselmis cordiformis;phytoplankton;Ttrc;1.07918124604762
Unicellular;Phytoplankton;Scenedesmaceae;Coelastrum;astroideum;11.75;pel;Coelastrum astroideum;phytoplankton;Clsa;1.07003786660776
Unicellular;Phytoplankton;Scenedesmaceae;Coelastrum;microporum;11.75;pel;Coelastrum microporum;phytoplankton;Clsm;1.07003786660776
Unicellular;Phytoplankton;Oocystaceae;Nephrochlamys;subsolitaria;11.75;pel;Nephrochlamys subsolitaria;phytoplankton;Nphs;1.07003786660776
Unicellular;Phytoplankton;Chlorococcaceae;Tetracystis;aeria;11.75;pel;Tetracystis aeria;phytoplankton;Ttra;1.07003786660776
Unicellular;Phytobenthos;Achnanthaceae;Platessa;ziegleri;11.5;ben;Platessa ziegleri;phytoplankton;Pltz;1.06069784035361
Unicellular;Phytobenthos;Achnanthaceae;Platessa;holsatica;11.5;ben;Platessa holsatica;phytoplankton;Plth;1.06069784035361
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;eutrophilum;11.5;ben;Achnanthidium eutrophilum;phytoplankton;Achnnthdmet;1.06069784035361
Unicellular;Phytobenthos;Cymbellaceae;Gomphocymbellopsis;ancyli;11.5;ben;Gomphocymbellopsis ancyli;phytoplankton;Gmphca;1.06069784035361
Unicellular;Phytoplankton;Phacotaceae;Phacotus;lendneri;11.5;pel;Phacotus lendneri;phytoplankton;Phctslnd;1.06069784035361
Unicellular;Phytoplankton;Cryptomonadaceae;Plagioselmis;lacustris;11.5;pel;Plagioselmis lacustris;phytoplankton;Plgl;1.06069784035361
Unicellular;Phytoplankton;Chromulinaceae;Cyclonexis;annularis;11.25;pel;Cyclonexis annularis;phytoplankton;Cyca;1.05115252244738
Unicellular;Phytobenthos;Achnanthidiaceae;Planothidium;frequentissimum;11;ben;Planothidium frequentissimum;phytoplankton;Plnf;1.04139268515823
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;exiguum;11;ben;Achnanthidium exiguum;phytoplankton;Achnnthdmex;1.04139268515823
Unicellular;Phytobenthos;Catenulaceae;Amphora;pediculus;11;ben;Amphora pediculus;phytoplankton;Amphrp;1.04139268515823
Unicellular;Amoeba;Bodonaceae;Bodo;sp.;10.5;pel;Bodo sp;invertebrate;Bdsp;1.02118929906994
Unicellular;Amoeba;fam.;Aurigamonas;solis;10.5;pel;Aurigamonas solis;invertebrate;Args;1.02118929906994
Unicellular;Bacteria;Methanoregulaceae;Methanospirillum;sp.;10.5;ben;Methanospirillum sp;bacteria;Mthnss;1.02118929906994
Unicellular;Phytobenthos;Fragilariaceae;Staurosira;construens;10.5;ben;Staurosira construens;phytoplankton;Strc;1.02118929906994
Unicellular;Bacteria;Methanobacteriaceae;Methanobacterium;sp.;10.25;ben;Methanobacterium sp;bacteria;Mthnbs;1.01072386539177
Unicellular;Amoeba;Cercomonadidae;Cercomonas;edax;10;pel;Cercomonas edax;invertebrate;Crce;1
Unicellular;Phytoplankton;Palmellaceae;Sphaerocystis;schroeteri;10;pel;Sphaerocystis schroeteri;phytoplankton;Sphrcs;1
Unicellular;Phytoplankton;Dinobryaceae;Kephyrion;mastigophorum;10;pel;Kephyrion mastigophorum;phytoplankton;Kphm;1
Unicellular;Phytoplankton;Dinobryaceae;Kephyrion;sp.;10;pel;Kephyrion sp;phytoplankton;Kphs;1
Unicellular;Phytoplankton;Dinobryaceae;Kephyrion;sp2;10;pel;Kephyrion sp2;phytoplankton;Ksp2;1
Unicellular;Phytoplankton;Dinobryaceae;Kephyrion;littorale;10;pel;Kephyrion littorale;phytoplankton;Kphl;1
Unicellular;Phytoplankton;Cryptomonadaceae;Plagioselmis;nannoplanctica;10;pel;Plagioselmis nannoplanctica;phytoplankton;Plgn;1
Unicellular;Phytobenthos;Stephanodiscaceae;Cyclotella;costei;9.75;ben;Cyclotella costei;phytoplankton;Cycc;0.989004615698537
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;atomoides;9;ben;Achnanthidium atomoides;phytoplankton;Acha;0.954242509439325
Unicellular;Phytobenthos;Naviculaceae;Navicula;utermoehlii;9;ben;Navicula utermoehlii;phytoplankton;Nvcu;0.954242509439325
Unicellular;Phytobenthos;Stephanodiscaceae;Discostella;stelligera;9;ben;Discostella stelligera;phytoplankton;Dscs;0.954242509439325
Unicellular;Phytoplankton;Pinguiochrysidaceae;Glossomastix;chrysoplasta;9;pel;Glossomastix chrysoplasta;phytoplankton;Glsc;0.954242509439325
Unicellular;Phytobenthos;Cocconeidaceae;Cocconeis;neothumensis;8.5;ben;Cocconeis neothumensis;phytoplankton;Cccn;0.929418925714293
Unicellular;Phytoplankton;Radiococcaceae;Coenocystis;subcylindrica;8;pel;Coenocystis subcylindrica;phytoplankton;Cncs;0.903089986991944
Unicellular;Phytoplankton;Scenedesmaceae;Didymocystis;fina;8;pel;Didymocystis fina;phytoplankton;Ddyf;0.903089986991944
Unicellular;Phytoplankton;Scenedesmaceae;Didymocystis;planktonica;8;pel;Didymocystis planktonica;phytoplankton;Ddyp;0.903089986991944
Unicellular;Phytoplankton;Phaeoplacaceae;Phaeoplaca;thallosa;8;pel;Phaeoplaca thallosa;phytoplankton;Phpt;0.903089986991944
Unicellular;Phytobenthos;Naviculaceae;Mayamaea;alcimonica;7.75;ben;Mayamaea alcimonica;phytoplankton;Myma;0.88930170250631
Unicellular;Phytobenthos;Achnanthidiaceae;Achnanthidium;straubianum;7.5;ben;Achnanthidium straubianum;phytoplankton;Achs;0.8750612633917
Unicellular;Phytoplankton;Dinobryaceae;Pseudokephyrion;conicum;7.5;pel;Pseudokephyrion conicum;phytoplankton;Psdkc;0.8750612633917
Unicellular;Phytobenthos;Fragilariaceae;Staurosira;pinnata;7;ben;Staurosira pinnata;phytoplankton;Strp;0.845098040014257
Unicellular;Phytoplankton;Chlorellaceae;Chlorella;pyrenoidosa;7;pel;Chlorella pyrenoidosa;phytoplankton;Chlrp;0.845098040014257
Unicellular;Phytoplankton;Chlorellaceae;Chlorella;saccharophila;7;pel;Chlorella saccharophila;phytoplankton;Chlrls;0.845098040014257
Unicellular;Phytoplankton;Chlorellaceae;Chlorella;vulgaris;7;pel;Chlorella vulgaris;phytoplankton;Chlv;0.845098040014257
Unicellular;Phytoplankton;Salpingoecidae;Salpingoeca;frequentissima;6.5;pel;Salpingoeca frequentissima;phytoplankton;Slpf;0.812913356642856
Unicellular;Amoeba;Metopiidae;Metopion;fluens;6.25;pel;Metopion fluens;invertebrate;Mtpf;0.795880017344075
Unicellular;Phytoplankton;Pedinellales;Pseudopedinella;sp.;6;pel;Pseudopedinella sp;phytoplankton;Psdps;0.778151250383644
Unicellular;Phytoplankton;Chlorococcaceae;Chlorococcum;sesoko;5.5;pel;Chlorococcum sesoko;phytoplankton;Chlrcs;0.740362689494244
Unicellular;Phytoplankton;Chromulinaceae;Ochromonas;vasocystis;5.5;pel;Ochromonas vasocystis;phytoplankton;Ochv;0.740362689494244
Unicellular;Phytoplankton;Chromulinaceae;Spumella;elongata;5.2;pel;Spumella elongata;phytoplankton;Spme;0.716003343634799
Unicellular;Ciliates;Codonosigidae;Monosiga;brevicollis;5;pel;Monosiga brevicollis;invertebrate;Mnsb;0.698970004336019
Unicellular;Phytoplankton;Ochromonadaceae;Uroglena;americana;5;pel;Uroglena americana;phytoplankton;Urga;0.698970004336019
Unicellular;Phytoplankton;Pavlovaceae;Exanthemachrysis;gayraliae;5;pel;Exanthemachrysis gayraliae;phytoplankton;Exng;0.698970004336019
Unicellular;Phytoplankton;Pedinellaceae;Pteridomonas;danica;4.75;pel;Pteridomonas danica;phytoplankton;Ptrd;0.676693609624867
Unicellular;Bacteria;Cytophagaceae;Cytophaga;sp.;4.65;pel;Cytophaga sp;bacteria;Cyts;0.667452952889954
Unicellular;Cyanobacteria;Merismopediaceae;Aphanocapsa;sp.;4.5;pel;Aphanocapsa sp;cyanobacteria;Aphs;0.653212513775344
Unicellular;Cyanobacteria;Microcoleaceae;Microcoleus;sp.;4.5;pel;Microcoleus sp;cyanobacteria;Mcrcls;0.653212513775344
Unicellular;Phytoplankton;Paraphysomonadaceae;Paraphysomonas;imperforata;4.35;pel;Paraphysomonas imperforata;phytoplankton;Prpi;0.638489256954637
Unicellular;Bacteria;Methanoregulaceae;Methanolinea;sp.;4.25;ben;Methanolinea sp;bacteria;Mthnls;0.628388930050311
Unicellular;Cyanobacteria;Chroococcidiopsidaceae;Chroococcidiopsis;sp.;4;pel;Chroococcidiopsis sp;cyanobacteria;Chrcccds;0.602059991327962
Unicellular;Cyanobacteria;Nitrospiraceae;Synechocystis;parvula;4;pel;Synechocystis parvula;cyanobacteria;Synp;0.602059991327962
Unicellular;Cyanobacteria;Nitrospiraceae;Synechocystis;sp1;4;pel;Synechocystis sp1;cyanobacteria;Ssp1;0.602059991327962
Unicellular;Phytoplankton;Coccomyxaceae;Nannochloris;sp.;4;pel;Nannochloris sp;phytoplankton;Nnns;0.602059991327962
Unicellular;Cyanobacteria;Microcystaceae;Microcystis;sp.;3.75;pel;Microcystis sp;cyanobacteria;Mcrcys;0.574031267727719
Unicellular;Bacteria;Flavobacteriaceae;Flavobacterium;sp.;3.5;pel;Flavobacterium sp;bacteria;Flvs;0.544068044350276
Unicellular;Phytoplankton;Isochrysidaceae;Erkenia;subaequiciliata;3.5;pel;Erkenia subaequiciliata;phytoplankton;Erks;0.544068044350276
Unicellular;Phytoplankton;Chromulinaceae;Ochromonas;sp.;3.5;pel;Ochromonas sp;phytoplankton;Ochs;0.544068044350276
Unicellular;Cyanobacteria;Nostocaceae;Nostoc;sp.;3.25;ben;Nostoc sp;cyanobacteria;Nsts;0.511883360978874
Unicellular;Phytoplankton;Chlorellaceae;Picochlorum;atomus;3;pel;Picochlorum atomus;phytoplankton;Pcca;0.477121254719662
Unicellular;Phytoplankton;Chlorellaceae;Picochlorum;eukaryotum;3;pel;Picochlorum eukaryotum;phytoplankton;Pcce;0.477121254719662
Unicellular;Phytoplankton;Synuraceae;Paraphysomonas;butcheri;2.7;pel;Paraphysomonas butcheri;phytoplankton;Prpb;0.431363764158987
Unicellular;Cyanobacteria;Microcystaceae;Mycrocystis;aeruginosa;2.5;pel;Mycrocystis aeruginosa;cyanobacteria;Myca;0.397940008672038
Unicellular;Phytoplankton;Coccomyxaceae;Choricystis;minor;2.5;pel;Choricystis minor;phytoplankton;Chrm;0.397940008672038
Unicellular;Bacteria;Methanocellaceae;Methanocella;sp.;2.05;ben;Methanocella sp;bacteria;Mthncs;0.311753861055754
Unicellular;Phytoplankton;Pinguiochrysidaceae;Pinguiochrysis;sp.;2;pel;Pinguiochrysis sp;phytoplankton;Pngs;0.301029995663981
Unicellular;Cyanobacteria;Leptolyngbyaceae;Leptolyngbya;sp.;1.85;ben;Leptolyngbya sp;cyanobacteria;Lpts;0.267171728403014
Unicellular;Cyanobacteria;Synechococcaceae;Synechococcus;elongatus;1.15;pel;Synechococcus elongatus;cyanobacteria;Syne;0.0606978403536116
Unicellular;Bacteria;Methylococcaceae;Methylobacter;sp.;1.01;ben;Methylobacter sp;bacteria;Mthylbs;0.00432137378264258
Unicellular;Bacteria;Methylococcaceae;Methylococcus;sp.;1.01;ben;Methylococcus sp;bacteria;Mthylccs;0.00432137378264258
Unicellular;Bacteria;Methylocystaceae;Methylocystis;sp.;1.01;ben;Methylocystis sp;bacteria;Mthylcys;0.00432137378264258
Unicellular;Bacteria;Methylocystaceae;Methylosinus;sp.;1.01;ben;Methylosinus sp;bacteria;Mthylss;0.00432137378264258
